Customer ID,Recency,Frequency,Monetary,Group
12737.0,498,1,100.0,Old Infrequent
12738.0,371,1,155.35,Old Infrequent
12739.0,77,4,2473.73,Old Top Customers
12740.0,63,1,427.6,New Customers
12741.0,528,2,406.07,Old Infrequent
12742.0,599,1,1185.02,Old Infrequent
12743.0,133,2,485.28,Old Infrequent
12744.0,55,8,13158.16,Old Top Customers
12745.0,486,2,723.85,Old Infrequent
12746.0,527,1,230.85,Old Infrequent
12747.0,1,26,8786.53,Top Customers
12748.0,0,323,46065.86,Top Customers
12749.0,3,9,6336.44,Top Customers
12750.0,128,1,275.88,Old Infrequent
12751.0,444,1,268.27,Old Infrequent
12752.0,80,1,4366.78,New Customers
12753.0,3,6,21024.01,Top Customers
12754.0,235,3,3010.74,Old Top Customers
12755.0,249,11,2629.5,Old Top Customers
12756.0,86,1,112.08,Old Infrequent
12757.0,15,9,4185.3,Top Customers
12758.0,116,7,9779.0,Old Top Customers
12759.0,51,8,5020.74,Old Top Customers
12760.0,455,1,347.8,Old Infrequent
12761.0,464,1,757.95,Old Infrequent
12762.0,7,2,1898.52,New Customers
12763.0,137,2,494.08,Old Infrequent
12764.0,316,1,1693.88,Old Infrequent
12765.0,471,6,1404.58,Old Top Customers
12766.0,3,9,8877.14,Top Customers
12767.0,375,1,949.82,Old Infrequent
12769.0,238,1,1143.6,Old Infrequent
12770.0,210,2,2981.45,Old Infrequent
12771.0,464,1,262.5,Old Infrequent
12772.0,59,1,892.47,New Customers
12774.0,535,1,98.7,Old Infrequent
12775.0,16,7,1651.32,Top Customers
12776.0,667,1,55.5,Old Infrequent
12777.0,457,1,519.45,Old Infrequent
12778.0,19,9,1757.68,Top Customers
12779.0,20,14,6158.6,Top Customers
12780.0,598,1,337.4,Old Infrequent
12781.0,20,2,707.72,New Customers
12782.0,4,11,4526.04,Top Customers
12783.0,1,4,1603.87,Top Customers
12784.0,8,3,1763.15,New Customers
12785.0,2,3,1079.31,Top Customers
12786.0,609,1,728.5,Old Infrequent
12787.0,9,4,859.18,New Customers
12788.0,462,4,444.9,Old Infrequent
12789.0,64,3,273.35,New Customers
12790.0,191,2,563.45,Old Infrequent
12791.0,373,5,731.83,Old Top Customers
12792.0,256,2,827.01,Old Infrequent
12793.0,334,3,885.53,Old Infrequent
12794.0,52,2,860.41,New Customers
12795.0,18,1,430.48,New Customers
12796.0,627,1,381.0,Old Infrequent
12797.0,359,2,471.43,Old Infrequent
12798.0,9,4,8510.93,Top Customers
12799.0,528,1,219.35,Old Infrequent
12800.0,469,3,584.25,Old Infrequent
12801.0,477,1,1031.87,Old Infrequent
12802.0,183,5,2330.42,Old Top Customers
12803.0,392,1,1092.81,Old Infrequent
12804.0,465,2,325.37,Old Infrequent
12805.0,381,4,1434.95,Old Infrequent
12806.0,434,3,2858.96,Old Infrequent
12807.0,382,1,269.95,Old Infrequent
12808.0,36,5,776.7,New Customers
12809.0,167,3,1705.34,Old Top Customers
12810.0,534,2,534.99,Old Infrequent
12811.0,260,5,1033.9,Old Top Customers
12812.0,44,1,229.64,New Customers
12813.0,501,3,1687.8,Old Infrequent
12814.0,101,1,125.92,Old Infrequent
12815.0,147,2,1063.46,Old Infrequent
12816.0,95,2,572.2,New Customers
12817.0,280,3,690.98,Old Infrequent
12818.0,177,1,1517.88,Old Infrequent
12819.0,457,1,540.52,Old Infrequent
12820.0,2,11,2647.94,Top Customers
12821.0,213,2,220.8,Old Infrequent
12822.0,70,2,918.98,New Customers
12823.0,74,16,5546.0,Old Top Customers
12824.0,59,1,397.12,New Customers
12825.0,520,2,518.63,Old Infrequent
12826.0,2,12,2784.2,Top Customers
12827.0,5,3,430.15,New Customers
12828.0,2,6,1018.71,Top Customers
12829.0,321,3,345.35,Old Infrequent
12830.0,37,6,6814.64,Old Top Customers
12831.0,261,3,451.11,Old Infrequent
12832.0,31,2,383.03,New Customers
12833.0,144,1,417.38,Old Infrequent
12834.0,282,1,312.38,Old Infrequent
12835.0,417,41,5974.29,Old Top Customers
12836.0,58,15,6520.58,Old Top Customers
12837.0,172,2,662.66,Old Infrequent
12838.0,33,10,2953.46,Old Top Customers
12839.0,2,26,9525.22,Top Customers
12840.0,143,7,4013.87,Old Top Customers
12841.0,4,40,6808.0,Top Customers
12842.0,69,4,1917.99,Old Top Customers
12843.0,65,28,6223.57,Old Top Customers
12844.0,28,4,648.6,New Customers
12845.0,266,4,354.09,Old Infrequent
12847.0,21,2,1609.0,New Customers
12848.0,675,1,208.0,Old Infrequent
12849.0,30,6,3015.98,Old Top Customers
12850.0,445,1,330.0,Old Infrequent
12851.0,96,2,280.76,New Customers
12852.0,289,1,299.75,Old Infrequent
12853.0,107,11,3728.5,Old Top Customers
12854.0,78,7,2899.32,Old Top Customers
12855.0,372,4,612.84,Old Infrequent
12856.0,7,6,2153.53,Top Customers
12857.0,210,6,3684.25,Old Top Customers
12858.0,382,1,147.27,Old Infrequent
12859.0,458,1,575.1,Old Infrequent
12860.0,692,1,54.22,Old Infrequent
12861.0,619,1,68.25,Old Infrequent
12862.0,425,2,984.62,Old Infrequent
12863.0,51,6,2775.55,Old Top Customers
12864.0,137,2,299.57,Old Infrequent
12865.0,25,4,3303.31,New Customers
12866.0,282,3,1227.35,Old Infrequent
12867.0,25,13,7782.91,Top Customers
12868.0,185,8,2043.76,Old Top Customers
12869.0,681,1,337.67,Old Infrequent
12870.0,365,3,1662.05,Old Infrequent
12871.0,83,3,744.02,Old Top Customers
12872.0,326,12,3276.81,Old Top Customers
12873.0,281,3,2027.3,Old Top Customers
12874.0,384,2,933.42,Old Infrequent
12875.0,142,5,1356.99,Old Top Customers
12876.0,57,4,4068.59,Old Top Customers
12877.0,3,20,2951.44,Top Customers
12878.0,17,2,841.64,New Customers
12879.0,44,3,552.57,New Customers
12880.0,381,2,640.13,Old Infrequent
12881.0,275,1,298.0,Old Infrequent
12882.0,8,2,1463.04,New Customers
12883.0,24,4,703.47,New Customers
12884.0,87,1,309.05,New Customers
12885.0,62,3,1158.27,New Customers
12886.0,67,2,1351.09,New Customers
12887.0,383,1,222.4,Old Infrequent
12888.0,213,2,313.77,Old Infrequent
12889.0,380,4,365.66,Old Infrequent
12890.0,23,2,706.02,New Customers
12891.0,185,11,819.5,Old Top Customers
12892.0,396,1,263.38,Old Infrequent
12893.0,30,1,176.55,New Customers
12894.0,574,1,157.35,Old Infrequent
12895.0,41,2,347.3,New Customers
12897.0,204,4,514.25,Old Top Customers
12898.0,463,2,296.21,Old Infrequent
12899.0,413,1,366.4,Old Infrequent
12900.0,421,1,340.33,Old Infrequent
12901.0,8,27,16010.14,Top Customers
12902.0,264,1,138.68,Old Infrequent
12903.0,428,1,833.53,Old Infrequent
12904.0,17,2,496.06,New Customers
12905.0,576,2,1011.82,Old Infrequent
12906.0,11,5,2919.81,Top Customers
12907.0,395,2,440.36,Old Infrequent
12908.0,175,5,1386.0,Old Top Customers
12909.0,39,8,2994.42,Old Top Customers
12910.0,22,13,5723.62,Top Customers
12911.0,551,1,1651.72,Old Infrequent
12912.0,2,5,1662.3,Top Customers
12913.0,4,13,6283.24,Top Customers
12914.0,400,1,223.98,Old Infrequent
12915.0,148,4,885.2,Old Top Customers
12916.0,138,7,4455.93,Old Top Customers
12917.0,127,6,4329.5,Old Top Customers
12919.0,7,6,1301.44,Top Customers
12920.0,16,4,486.64,New Customers
12921.0,3,74,33379.29,Top Customers
12922.0,160,1,405.38,Old Infrequent
12923.0,63,3,770.42,New Customers
12924.0,87,12,2415.2,Old Top Customers
12925.0,4,3,729.33,New Customers
12926.0,410,4,1523.59,Old Infrequent
12927.0,394,1,197.31,Old Infrequent
12928.0,34,12,4304.89,Old Top Customers
12929.0,121,1,105.1,Old Infrequent
12930.0,77,2,412.85,New Customers
12931.0,21,56,70599.57,Top Customers
12932.0,538,8,1698.56,Old Top Customers
12933.0,23,8,1576.88,Top Customers
12934.0,736,1,181.65,Old Infrequent
12935.0,1,15,4182.01,Top Customers
12936.0,16,4,1012.9,New Customers
12937.0,14,9,3097.61,Top Customers
12938.0,25,1,114.14,New Customers
12939.0,63,20,25264.8,Old Top Customers
12940.0,45,2,862.44,New Customers
12941.0,723,1,377.49,Old Infrequent
12942.0,130,3,675.6,Old Top Customers
12943.0,300,2,489.0,Old Infrequent
12944.0,35,2,604.51,New Customers
12945.0,287,2,900.11,Old Infrequent
12946.0,436,1,324.45,Old Infrequent
12947.0,143,6,1407.29,Old Top Customers
12948.0,15,9,2306.18,Top Customers
12949.0,30,22,15391.0,Top Customers
12950.0,1,3,1843.0,Top Customers
12951.0,8,15,3164.42,Top Customers
12952.0,5,4,1382.84,Top Customers
12953.0,9,2,828.81,New Customers
12954.0,638,1,162.45,Old Infrequent
12955.0,0,11,4734.26,Top Customers
12956.0,305,4,521.89,Old Infrequent
12957.0,3,13,8601.22,Top Customers
12958.0,399,2,467.34,Old Infrequent
12959.0,483,1,150.95,Old Infrequent
12960.0,413,4,1322.07,Old Infrequent
12961.0,378,1,211.99,Old Infrequent
12962.0,6,2,266.39,New Customers
12963.0,7,12,3162.59,Top Customers
12964.0,436,1,132.24,Old Infrequent
12965.0,88,1,769.81,New Customers
12966.0,9,1,160.18,New Customers
12967.0,2,3,2472.37,Top Customers
12968.0,111,1,135.95,Old Infrequent
12969.0,602,1,122.45,Old Infrequent
12970.0,6,10,1438.79,Top Customers
12971.0,3,116,15127.95,Top Customers
12972.0,413,4,1115.95,Old Infrequent
12973.0,413,1,385.55,Old Infrequent
12974.0,197,2,408.95,Old Infrequent
12975.0,429,6,1993.99,Old Top Customers
12976.0,211,8,3156.38,Old Top Customers
12977.0,155,4,513.88,Old Top Customers
12978.0,384,5,2496.07,Old Top Customers
12979.0,728,1,479.54,Old Infrequent
12980.0,155,21,15909.39,Old Top Customers
12981.0,29,2,372.22,New Customers
12982.0,239,8,2562.12,Old Top Customers
12983.0,597,1,490.08,Old Infrequent
12984.0,18,1,97.5,New Customers
12985.0,0,2,1215.62,Top Customers
12986.0,402,10,1998.34,Old Top Customers
12987.0,73,5,1298.51,Old Top Customers
12988.0,291,1,505.82,Old Infrequent
12989.0,2,33,12846.8,Top Customers
12990.0,30,7,955.5,Old Top Customers
12991.0,22,3,764.82,New Customers
12992.0,724,1,93.35,Old Infrequent
12993.0,22,8,1191.26,Top Customers
12994.0,3,3,902.22,Top Customers
12995.0,77,1,200.72,New Customers
12996.0,375,1,355.5,Old Infrequent
12997.0,21,8,2065.11,Top Customers
12998.0,492,3,897.38,Old Infrequent
12999.0,195,3,455.88,Old Infrequent
13000.0,106,4,965.0,Old Top Customers
13001.0,3,33,24006.6,Top Customers
13002.0,317,3,414.13,Old Infrequent
13003.0,105,3,149.05,Old Infrequent
13004.0,11,36,11143.99,Top Customers
13005.0,173,4,935.03,Old Top Customers
13006.0,55,1,81.57,New Customers
13007.0,579,1,175.25,Old Infrequent
13008.0,322,3,543.28,Old Infrequent
13009.0,672,1,234.0,Old Infrequent
13010.0,373,2,330.12,Old Infrequent
13011.0,371,1,50.55,Old Infrequent
13012.0,8,11,2581.28,Top Customers
13013.0,0,29,11049.78,Top Customers
13014.0,2,11,5220.83,Top Customers
13015.0,52,11,6448.58,Old Top Customers
13016.0,72,3,789.89,New Customers
13017.0,6,1,204.0,New Customers
13018.0,15,35,9734.31,Top Customers
13019.0,378,6,1212.95,Old Top Customers
13020.0,547,2,606.96,Old Infrequent
13021.0,3,17,4806.66,Top Customers
13022.0,429,1,65.3,Old Infrequent
13023.0,63,3,1449.03,Old Top Customers
13024.0,463,2,535.42,Old Infrequent
13025.0,731,1,323.39,Old Infrequent
13026.0,0,9,1690.12,Top Customers
13027.0,113,19,17143.2,Old Top Customers
13028.0,22,2,659.68,New Customers
13029.0,30,5,1927.3,New Customers
13030.0,10,2,752.44,New Customers
13031.0,406,5,3292.84,Old Top Customers
13032.0,38,8,2778.4,Old Top Customers
13033.0,356,2,220.55,Old Infrequent
13034.0,54,3,756.82,New Customers
13035.0,57,3,1328.95,New Customers
13036.0,684,1,307.1,Old Infrequent
13037.0,137,12,3842.55,Old Top Customers
13038.0,79,3,908.46,Old Top Customers
13039.0,583,4,1010.73,Old Infrequent
13040.0,8,2,676.99,New Customers
13041.0,450,4,799.13,Old Infrequent
13042.0,583,3,1454.84,Old Infrequent
